%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
1.09	15112	15112	159624614	1.29	2939	0	no rank	unclassified
98.91	1371086	1637	48893636	9.65	0.002145	1	no rank	root
98.59	1366660	242	48771869	9.56	0.002192	131567	no rank	  cellular organisms
97.96	1357866	7456	47687865	9.7	0.003135	2	superkingdom	    Bacteria
65.24	904395	64	25429649	11.9	0.004422	1783272	no rank	      Terrabacteria group
37.9	525433	0	3008141	60.3	0.03997	1297	phylum	        Deinococcus-Thermus
37.9	525432	1	3008141	60.3	0.04001	188787	class	          Deinococci
37.9	525405	1	3005815	60.2	0.06331	118964	order	            Deinococcales
37.9	525404	0	3005815	60.2	0.06791	183710	family	              Deinococcaceae
37.9	525404	112	3005815	60.2	0.06791	1298	genus	                Deinococcus
37.89	525191	5985	2920287	59.8	0.9319	1299	species	                  Deinococcus radiodurans
37.46	519201	496202	2870070	59.8	0.9321	243230	no rank	                    Deinococcus radiodurans R1
0.957	13266	13266	14271	37.6	0.7834	1001466797	sequence	                      CP015081.1 Deinococcus radiodurans R1 chromosome 1, complete sequence
0.2699	3742	3742	1873	61.8	0.7299	1000683539	sequence	                      CP015084.1 Deinococcus radiodurans R1 plasmid CP1, complete sequence
0.1817	2519	2519	1692	23.4	0.1744	1003534472	sequence	                      AE000513.1 Deinococcus radiodurans R1 chromosome 1, complete sequence
0.1428	1979	1979	1194	34.6	0.4564	1013701478	sequence	                      CP015082.1 Deinococcus radiodurans R1 chromosome 2, complete sequence
0.06471	897	897	599	22.6	0.6784	1001675319	sequence	                      CP015083.1 Deinococcus radiodurans R1 plasmid MP1, complete sequence
0.02929	406	406	193	25.9	0.1415	1006903464	sequence	                      AE001825.1 Deinococcus radiodurans R1 chromosome 2, complete sequence
0.0114	158	158	27	89.1	0.0897	1009886946	sequence	                      AE001826.1 Deinococcus radiodurans R1 plasmid MP1, complete sequence
0.001659	23	23	133	2.74	0.2104	1006545321	sequence	                      AE001827.1 Deinococcus radiodurans R1 plasmid CP1, complete sequence
0.0005771	8	8	7	2	0.02108	1003292966	sequence	                      L14581.1 Deinococcus radiodurans DNA polymerase gene, complete cds
7.214e-05	1	1	13	1	0.01796	1004069891	sequence	                      U52145.1 Deinococcus radiodurans DNA repair protein (uvrA) gene, complete cds
0.0002164	3	3	2	2	0.03571	1000951909	sequence	                    AB005539.1 Deinococcus radiodurans gene for L-lactate dehydrogenase, complete cds
0.0001443	2	2	14	1.71	0.2258	1008080801	sequence	                    AB023411.1 Deinococcus radiodurans orf462d, orf462a, recN, orf462c genes, partial and complete cds
0.002092	29	0	30	19.5	0.7143	532019	species	                  Deinococcus sp. 42
0.002092	29	29	30	19.5	0.7143	1002029865	sequence	                    EU710545.1 Deinococcus sp. 42 16S ribosomal RNA gene, partial sequence
0.001876	26	0	130	2.65	0.00442	158788	no rank	                  environmental samples
0.001876	26	0	130	2.65	0.00443	158789	species	                    uncultured Deinococcus sp.
0.0005771	8	8	10	2.8	0.1786	1006538106	sequence	                      AY905383.1 Uncultured Deinococcus sp. clone K9-35 16S ribosomal RNA gene, partial sequence
0.0003607	5	5	12	6	0.1519	1007777967	sequence	                      AJ583206.1 uncultured Deinococcus sp. partial 16S rRNA gene, clone S15B-MN92
0.0002886	4	4	7	9.71	0.03784	1003636187	sequence	                      FJ222448.1 Uncultured Deinococcus sp. clone 19Crc 16S ribosomal RNA gene, partial sequence
0.0001443	2	2	14	1.79	0.06635	1013568917	sequence	                      KF506909.1 Uncultured Deinococcus sp. clone 6487 16S ribosomal RNA gene, partial sequence
0.0001443	2	2	2	1.5	0.07407	1007491276	sequence	                      EF092230.1 Uncultured Deinococcus sp. clone B2706_B5 16S ribosomal RNA gene, partial sequence
7.214e-05	1	1	13	2.54	0.1585	1002148625	sequence	                      KC216909.1 Uncultured Deinococcus sp. clone DBW-97 16S ribosomal RNA gene, partial sequence
7.214e-05	1	1	5	4.4	0.02874	1009432164	sequence	                      AY571842.1 Uncultured Deinococcus sp. clone 347H 16S ribosomal RNA gene, partial sequence
7.214e-05	1	1	13	1	0.6842	1005129916	sequence	                      JQ997499.1 Uncultured Deinococcus sp. clone GKJWQY101BRKVE 16S ribosomal RNA gene, partial sequence
7.214e-05	1	1	9	1	0.1047	1007257138	sequence	                      KF508964.1 Uncultured Deinococcus sp. clone 8752 16S ribosomal RNA gene, partial sequence
7.214e-05	1	1	3	1	0.05882	1003773578	sequence	                      KR817297.1 Uncultured Deinococcus sp. clone 6MR-SS-C008 16S ribosomal RNA gene, partial sequence
0.0004328	6	0	18	7.67	0.08696	1150501	species	                  Deinococcus sp. MN12-4
0.0004328	6	6	18	7.67	0.08696	1002574364	sequence	                    JQ396618.1 Deinococcus sp. MN12-4 16S ribosomal RNA gene, partial sequence
0.0003607	5	0	585	1.64	0.0001476	317577	species	                  Deinococcus ficus
0.0002164	3	3	497	1.63	0.0001891	1009209496	sequence	                    CP021081.1 Deinococcus ficus strain CC-FR2-10, complete genome
