107709	0.021953	0.021953	species	X
119484	0.017729	0.017729	species	X
1493	0.017053	0.017053	species	X
86665	0.016588	0.016588	species	X
833	0.016095	0.016095	species	X
1413	0.015856	0.015856	species	X
1736	0.015814	0.015814	species	X
63612	0.015462	0.015462	species	X
216465	0.015265	0.015265	species	X
133539	0.015251	0.015251	species	X
67825	0.015222	0.015222	species	X
312306	0.015011	0.015011	species	X
2209	0.014870	0.014870	species	X
58138	0.014870	0.014870	species	X
252307	0.014856	0.014856	species	X
1076	0.014814	0.014814	species	X
2020	0.014772	0.014772	species	X
880	0.014744	0.014744	species	X
35554	0.014715	0.014715	species	X
1393	0.014645	0.014645	species	X
148447	0.014645	0.014645	species	X
155978	0.014645	0.014645	species	X
228	0.014645	0.014645	species	X
291112	0.014645	0.014645	species	X
34	0.014645	0.014645	species	X
376805	0.014645	0.014645	species	X
645	0.014645	0.014645	species	X
821	0.014645	0.014645	species	X
921	0.014645	0.014645	species	X
33996	0.014518	0.014518	species	X
1176649	0.014504	0.014504	species	X
223967	0.014504	0.014504	species	X
303	0.014504	0.014504	species	X
40324	0.014504	0.014504	species	X
88688	0.014504	0.014504	species	X
53358	0.014096	0.014096	species	X
545	0.013899	0.013899	species	X
1351	0.013814	0.013814	species	X
1718	0.013589	0.013589	species	X
375929	0.013392	0.013392	species	X
110500	0.013026	0.013026	species	X
405	0.012772	0.012772	species	X
936456	0.012674	0.012674	species	X
287	0.012406	0.012406	species	X
412963	0.012336	0.012336	species	X
32046	0.011955	0.011955	species	X
1491	0.011871	0.011871	species	X
57975	0.011646	0.011646	species	X
2371	0.011139	0.011139	species	X
129958	0.010068	0.010068	species	X
38289	0.009956	0.009956	species	X
43771	0.009716	0.009716	species	X
37636	0.009590	0.009590	species	X
43675	0.009505	0.009505	species	X
202747	0.009097	0.009097	species	X
1681	0.008970	0.008970	species	X
69499	0.008942	0.008942	species	X
1358	0.008829	0.008829	species	X
274	0.008731	0.008731	species	X
1260	0.008336	0.008336	species	X
342948	0.008196	0.008196	species	X
47770	0.008196	0.008196	species	X
2424	0.008125	0.008125	species	X
29292	0.008083	0.008083	species	X
172049	0.007984	0.007984	species	X
46541	0.007956	0.007956	species	X
940	0.007886	0.007886	species	X
727	0.007773	0.007773	species	X
1349	0.007548	0.007548	species	X
56636	0.007379	0.007379	species	X
28450	0.007252	0.007252	species	X
244787	0.007083	0.007083	species	X
576610	0.006590	0.006590	species	X
948	0.006590	0.006590	species	X
803	0.006520	0.006520	species	X
61435	0.006210	0.006210	species	X
485	0.005759	0.005759	species	X
1396	0.005421	0.005421	species	X
1538	0.005084	0.005084	species	X
2096	0.004210	0.004210	species	X
2107	0.003971	0.003971	species	X
140	0.003633	0.003633	species	X
45361	0.003520	0.003520	species	X
263	0.003478	0.003478	species	X
2100	0.003464	0.003464	species	X
2111	0.003337	0.003337	species	X
2109	0.003323	0.003323	species	X
2118	0.003267	0.003267	species	X
2095	0.003112	0.003112	species	X
518	0.002647	0.002647	species	X
1392	0.002619	0.002619	species	X
2097	0.002408	0.002408	species	X
142	0.001605	0.001605	species	X
177758	0.001394	0.001394	species	X
622	0.001324	0.001324	species	X
44449	0.001253	0.001253	species	X
781	0.000451	0.000451	species	X
783	0.000338	0.000338	species	X
562	0.000183	0.000183	species	X
1428	0.000028	0.000028	species	X
13373	0.000014	0.000014	species	X
