52584	0.352088	0.352088	species	X
160232	0.133489	0.133489	species	X
161879	0.115632	0.115632	species	X
1521	0.092358	0.092358	species	X
204038	0.087813	0.087813	species	X
208226	0.054309	0.054309	species	X
105560	0.034520	0.034520	species	X
152480	0.034252	0.034252	species	X
1172	0.024324	0.024324	species	X
2336	0.021733	0.021733	species	X
251701	0.008052	0.008052	species	X
379547	0.007940	0.007940	species	X
196	0.007583	0.007583	species	X
84112	0.006857	0.006857	species	X
200	0.006109	0.006109	species	X
2280	0.003697	0.003697	species	X
33959	0.003138	0.003138	species	X
84757	0.003038	0.003038	species	X
93930	0.001474	0.001474	species	X
69823	0.001295	0.001295	species	X
69223	0.000290	0.000290	species	X
103690	0.000011	0.000011	species	X
