1718	0.093719	0.093719	species	X
1282	0.070247	0.070247	species	X
43771	0.065974	0.065974	species	X
161879	0.065533	0.065533	species	X
1717	0.065478	0.065478	species	X
258224	0.065355	0.065355	species	X
1719	0.063399	0.063399	species	X
575200	0.061555	0.061555	species	X
89154	0.060401	0.060401	species	X
1727	0.057436	0.057436	species	X
1280	0.056853	0.056853	species	X
1148157	0.055800	0.055800	species	X
1309	0.040341	0.040341	species	X
1311	0.039973	0.039973	species	X
1747	0.037118	0.037118	species	X
1313	0.030514	0.030514	species	X
470	0.028558	0.028558	species	X
28037	0.018031	0.018031	species	X
1318	0.017783	0.017783	species	X
38289	0.005424	0.005424	species	X
1156431	0.000510	0.000510	species	X
