1299	0.491854	0.491854	species	X
1747	0.080039	0.080039	species	X
821	0.071519	0.071519	species	X
470	0.066975	0.066975	species	X
1282	0.049095	0.049095	species	X
210	0.034675	0.034675	species	X
487	0.034223	0.034223	species	X
1280	0.034107	0.034107	species	X
1520	0.025161	0.025161	species	X
1313	0.021636	0.021636	species	X
1309	0.021236	0.021236	species	X
1639	0.019416	0.019416	species	X
1351	0.016950	0.016950	species	X
1063	0.007604	0.007604	species	X
2173	0.007204	0.007204	species	X
562	0.006197	0.006197	species	X
1660	0.005913	0.005913	species	X
1396	0.002672	0.002672	species	X
287	0.002246	0.002246	species	X
1311	0.000968	0.000968	species	X
1596	0.000310	0.000310	species	X
