1076	0.222745	0.222745	species	X
288000	0.212139	0.212139	species	X
2371	0.095453	0.095453	species	X
1085	0.043169	0.043169	species	X
95486	0.016728	0.016728	species	X
298653	0.010291	0.010291	species	X
36873	0.010249	0.010249	species	X
482957	0.009104	0.009104	species	X
1206	0.008579	0.008579	species	X
152480	0.008117	0.008117	species	X
1172	0.007708	0.007708	species	X
294	0.007225	0.007225	species	X
1096	0.007088	0.007088	species	X
303	0.006836	0.006836	species	X
296591	0.006773	0.006773	species	X
317	0.006532	0.006532	species	X
196162	0.006406	0.006406	species	X
49338	0.006385	0.006385	species	X
1520	0.006259	0.006259	species	X
354	0.006112	0.006112	species	X
288	0.006091	0.006091	species	X
106370	0.005954	0.005954	species	X
86304	0.005933	0.005933	species	X
62322	0.005870	0.005870	species	X
266	0.005765	0.005765	species	X
290399	0.005691	0.005691	species	X
192843	0.005607	0.005607	species	X
266779	0.005586	0.005586	species	X
2208	0.005565	0.005565	species	X
985	0.005376	0.005376	species	X
131568	0.005334	0.005334	species	X
2743	0.005292	0.005292	species	X
912	0.005282	0.005282	species	X
259537	0.005145	0.005145	species	X
119484	0.005061	0.005061	species	X
290400	0.005040	0.005040	species	X
56812	0.005019	0.005019	species	X
48935	0.004967	0.004967	species	X
359303	0.004956	0.004956	species	X
1063	0.004904	0.004904	species	X
1124597	0.004820	0.004820	species	X
28232	0.004809	0.004809	species	X
29543	0.004788	0.004788	species	X
161493	0.004694	0.004694	species	X
208226	0.004620	0.004620	species	X
60478	0.004484	0.004484	species	X
158080	0.004400	0.004400	species	X
1515	0.004389	0.004389	species	X
94122	0.004379	0.004379	species	X
292414	0.004316	0.004316	species	X
19	0.004274	0.004274	species	X
2203	0.004263	0.004263	species	X
49319	0.004085	0.004085	species	X
2021	0.003959	0.003959	species	X
58180	0.003948	0.003948	species	X
1231	0.003906	0.003906	species	X
68909	0.003749	0.003749	species	X
1229	0.003675	0.003675	species	X
36861	0.003675	0.003675	species	X
580165	0.003675	0.003675	species	X
1525	0.003570	0.003570	species	X
351052	0.003570	0.003570	species	X
1219	0.003549	0.003549	species	X
332410	0.003465	0.003465	species	X
117207	0.003455	0.003455	species	X
863	0.003350	0.003350	species	X
913	0.003308	0.003308	species	X
1092	0.003266	0.003266	species	X
34090	0.003266	0.003266	species	X
1358	0.003098	0.003098	species	X
334543	0.003035	0.003035	species	X
1352	0.002961	0.002961	species	X
29291	0.002930	0.002930	species	X
39766	0.002888	0.002888	species	X
916	0.002888	0.002888	species	X
1100	0.002867	0.002867	species	X
405	0.002856	0.002856	species	X
32046	0.002772	0.002772	species	X
60552	0.002772	0.002772	species	X
39765	0.002751	0.002751	species	X
44001	0.002741	0.002741	species	X
67854	0.002688	0.002688	species	X
1094	0.002625	0.002625	species	X
1102	0.002499	0.002499	species	X
731	0.002447	0.002447	species	X
97393	0.002342	0.002342	species	X
1596	0.002205	0.002205	species	X
1580	0.002163	0.002163	species	X
1245	0.002142	0.002142	species	X
1307	0.002121	0.002121	species	X
1247	0.002058	0.002058	species	X
216816	0.001922	0.001922	species	X
60481	0.001922	0.001922	species	X
1584	0.001806	0.001806	species	X
330922	0.001775	0.001775	species	X
944	0.001649	0.001649	species	X
1255	0.001575	0.001575	species	X
1308	0.001502	0.001502	species	X
945	0.001313	0.001313	species	X
24	0.000347	0.000347	species	X
351745	0.000294	0.000294	species	X
