287 	 0.000227 	 0.000227 	 species
316 	 0.855482 	 0.855482 	 species
470 	 0.000057 	 0.000057 	 species
550 	 0.000034 	 0.000034 	 species
573 	 0.000034 	 0.000034 	 species
926 	 0.000023 	 0.000023 	 species
1270 	 0.063522 	 0.063522 	 species
1280 	 0.000011 	 0.000011 	 species
1282 	 0.023756 	 0.023756 	 species
1283 	 0.000011 	 0.000011 	 species
1288 	 0.013040 	 0.013040 	 species
1290 	 0.000011 	 0.000011 	 species
1292 	 0.000011 	 0.000011 	 species
1390 	 0.000011 	 0.000011 	 species
1392 	 0.000011 	 0.000011 	 species
1396 	 0.010557 	 0.010557 	 species
1404 	 0.000011 	 0.000011 	 species
1408 	 0.006293 	 0.006293 	 species
1421 	 0.000011 	 0.000011 	 species
1428 	 0.005794 	 0.005794 	 species
1747 	 0.004366 	 0.004366 	 species
1800 	 0.004093 	 0.004093 	 species
28035 	 0.002835 	 0.002835 	 species
29385 	 0.002835 	 0.002835 	 species
40324 	 0.002279 	 0.002279 	 species
43767 	 0.001871 	 0.001871 	 species
86662 	 0.001599 	 0.001599 	 species
256701 	 0.001191 	 0.001191 	 species
721785 	 0.000023 	 0.000023 	 species
