823	0.101863	0.101863	species	X
769	0.089733	0.089733	species	X
821	0.068247	0.068247	species	X
210	0.040067	0.040067	species	X
767892	0.027540	0.027540	species	X
28447	0.025988	0.025988	species	X
146919	0.022023	0.022023	species	X
28108	0.020302	0.020302	species	X
979	0.017772	0.017772	species	X
88688	0.017205	0.017205	species	X
2350	0.017191	0.017191	species	X
120	0.017161	0.017161	species	X
1859	0.017117	0.017117	species	X
94254	0.016970	0.016970	species	X
991904	0.016933	0.016933	species	X
119	0.016911	0.016911	species	X
940614	0.016712	0.016712	species	X
658062	0.016668	0.016668	species	X
104	0.016646	0.016646	species	X
984	0.016595	0.016595	species	X
398743	0.016580	0.016580	species	X
265606	0.016205	0.016205	species	X
128	0.016190	0.016190	species	X
303	0.016183	0.016183	species	X
940615	0.016183	0.016183	species	X
466153	0.016175	0.016175	species	X
332163	0.016168	0.016168	species	X
151895	0.016161	0.016161	species	X
28132	0.016161	0.016161	species	X
1772	0.016139	0.016139	species	X
37326	0.016139	0.016139	species	X
304895	0.016087	0.016087	species	X
2001	0.016080	0.016080	species	X
96345	0.015984	0.015984	species	X
287	0.015896	0.015896	species	X
56	0.015881	0.015881	species	X
1076	0.015440	0.015440	species	X
37919	0.015381	0.015381	species	X
28901	0.015094	0.015094	species	X
33	0.015079	0.015079	species	X
68280	0.014638	0.014638	species	X
384	0.014587	0.014587	species	X
40324	0.013535	0.013535	species	X
817	0.010386	0.010386	species	X
95486	0.010261	0.010261	species	X
562	0.007805	0.007805	species	X
294	0.006216	0.006216	species	X
34073	0.003722	0.003722	species	X
