1392	0.195505	0.195505	species	X
380021	0.072668	0.072668	species	X
550	0.069821	0.069821	species	X
1280	0.060654	0.060654	species	X
24	0.056851	0.056851	species	X
56812	0.055608	0.055608	species	X
61645	0.055596	0.055596	species	X
548	0.052352	0.052352	species	X
330922	0.050452	0.050452	species	X
37734	0.043976	0.043976	species	X
1309	0.043939	0.043939	species	X
316	0.041170	0.041170	species	X
40324	0.033717	0.033717	species	X
287	0.031457	0.031457	species	X
29438	0.030944	0.030944	species	X
1352	0.030743	0.030743	species	X
632	0.022494	0.022494	species	X
562	0.019160	0.019160	species	X
1396	0.018335	0.018335	species	X
228	0.014557	0.014557	species	X
