1718	0.130596	0.130596	species	X
1282	0.081763	0.081763	species	X
43771	0.057389	0.057389	species	X
1148157	0.056213	0.056213	species	X
258224	0.053364	0.053364	species	X
161879	0.053348	0.053348	species	X
1717	0.052890	0.052890	species	X
575200	0.049181	0.049181	species	X
1719	0.048991	0.048991	species	X
89154	0.047121	0.047121	species	X
1727	0.044216	0.044216	species	X
1280	0.044058	0.044058	species	X
1311	0.044011	0.044011	species	X
1309	0.043782	0.043782	species	X
470	0.041832	0.041832	species	X
1747	0.040743	0.040743	species	X
28037	0.039062	0.039062	species	X
1313	0.036702	0.036702	species	X
1318	0.025052	0.025052	species	X
38289	0.008714	0.008714	species	X
1156431	0.000971	0.000971	species	X
