285 	 0.000114 	 0.000114 	 species
287 	 0.000102 	 0.000102 	 species
293 	 0.000102 	 0.000102 	 species
303 	 0.000091 	 0.000091 	 species
316 	 0.857503 	 0.857503 	 species
470 	 0.000045 	 0.000045 	 species
471 	 0.000045 	 0.000045 	 species
550 	 0.000023 	 0.000023 	 species
562 	 0.000023 	 0.000023 	 species
573 	 0.000023 	 0.000023 	 species
926 	 0.000011 	 0.000011 	 species
1270 	 0.063783 	 0.063783 	 species
1280 	 0.000011 	 0.000011 	 species
1281 	 0.000011 	 0.000011 	 species
1282 	 0.023835 	 0.023835 	 species
1283 	 0.000011 	 0.000011 	 species
1288 	 0.013066 	 0.013066 	 species
1290 	 0.000011 	 0.000011 	 species
1292 	 0.000011 	 0.000011 	 species
1390 	 0.000011 	 0.000011 	 species
1392 	 0.000011 	 0.000011 	 species
1396 	 0.010598 	 0.010598 	 species
1404 	 0.000011 	 0.000011 	 species
1408 	 0.006323 	 0.006323 	 species
1421 	 0.000660 	 0.000660 	 species
1428 	 0.005834 	 0.005834 	 species
1747 	 0.000489 	 0.000489 	 species
1800 	 0.004139 	 0.004139 	 species
28035 	 0.002866 	 0.002866 	 species
28141 	 0.000318 	 0.000318 	 species
29385 	 0.002832 	 0.002832 	 species
37734 	 0.000080 	 0.000080 	 species
40324 	 0.002286 	 0.002286 	 species
43767 	 0.001876 	 0.001876 	 species
72000 	 0.000023 	 0.000023 	 species
86662 	 0.001603 	 0.001603 	 species
214856 	 0.000011 	 0.000011 	 species
256701 	 0.001205 	 0.001205 	 species
