287 	 0.000227 	 0.000227 	 species
316 	 0.857885 	 0.857885 	 species
470 	 0.000057 	 0.000057 	 species
550 	 0.000034 	 0.000034 	 species
573 	 0.000034 	 0.000034 	 species
926 	 0.000023 	 0.000023 	 species
1270 	 0.063623 	 0.063623 	 species
1280 	 0.000011 	 0.000011 	 species
1282 	 0.023758 	 0.023758 	 species
1283 	 0.000011 	 0.000011 	 species
1288 	 0.013050 	 0.013050 	 species
1290 	 0.000011 	 0.000011 	 species
1292 	 0.000011 	 0.000011 	 species
1390 	 0.000011 	 0.000011 	 species
1392 	 0.000011 	 0.000011 	 species
1396 	 0.010617 	 0.010617 	 species
1404 	 0.000011 	 0.000011 	 species
1408 	 0.006309 	 0.006309 	 species
1421 	 0.000011 	 0.000011 	 species
1428 	 0.005809 	 0.005809 	 species
1747 	 0.001716 	 0.001716 	 species
1800 	 0.004104 	 0.004104 	 species
28035 	 0.002842 	 0.002842 	 species
29385 	 0.002830 	 0.002830 	 species
40324 	 0.002273 	 0.002273 	 species
43767 	 0.001864 	 0.001864 	 species
86662 	 0.001603 	 0.001603 	 species
256701 	 0.001205 	 0.001205 	 species
721785 	 0.000045 	 0.000045 	 species
