1096	0.460588	0.460588	species	X
1076	0.027371	0.027371	species	X
95486	0.018697	0.018697	species	X
36873	0.011992	0.011992	species	X
298653	0.011378	0.011378	species	X
288000	0.011059	0.011059	species	X
482957	0.010863	0.010863	species	X
1206	0.010486	0.010486	species	X
152480	0.009699	0.009699	species	X
1172	0.008778	0.008778	species	X
294	0.007904	0.007904	species	X
317	0.007857	0.007857	species	X
303	0.007678	0.007678	species	X
296591	0.007371	0.007371	species	X
49338	0.007307	0.007307	species	X
266	0.007110	0.007110	species	X
86304	0.006896	0.006896	species	X
106370	0.006827	0.006827	species	X
1520	0.006792	0.006792	species	X
354	0.006792	0.006792	species	X
288	0.006786	0.006786	species	X
62322	0.006786	0.006786	species	X
266779	0.006751	0.006751	species	X
192843	0.006734	0.006734	species	X
196162	0.006728	0.006728	species	X
56812	0.006688	0.006688	species	X
912	0.006636	0.006636	species	X
2371	0.006497	0.006497	species	X
94122	0.006352	0.006352	species	X
290399	0.006254	0.006254	species	X
2208	0.006155	0.006155	species	X
119484	0.006126	0.006126	species	X
985	0.006028	0.006028	species	X
290400	0.006010	0.006010	species	X
359303	0.005999	0.005999	species	X
2743	0.005981	0.005981	species	X
161493	0.005958	0.005958	species	X
1124597	0.005947	0.005947	species	X
259537	0.005929	0.005929	species	X
131568	0.005796	0.005796	species	X
29543	0.005744	0.005744	species	X
1063	0.005692	0.005692	species	X
48935	0.005547	0.005547	species	X
208226	0.005512	0.005512	species	X
292414	0.005495	0.005495	species	X
60478	0.005483	0.005483	species	X
28232	0.005321	0.005321	species	X
1085	0.005200	0.005200	species	X
58180	0.004806	0.004806	species	X
2203	0.004794	0.004794	species	X
2021	0.004783	0.004783	species	X
1515	0.004731	0.004731	species	X
158080	0.004632	0.004632	species	X
60481	0.004609	0.004609	species	X
19	0.004569	0.004569	species	X
1229	0.004487	0.004487	species	X
913	0.004447	0.004447	species	X
351052	0.004325	0.004325	species	X
1219	0.004291	0.004291	species	X
1231	0.004256	0.004256	species	X
68909	0.004227	0.004227	species	X
580165	0.004221	0.004221	species	X
117207	0.004105	0.004105	species	X
49319	0.004053	0.004053	species	X
60552	0.004001	0.004001	species	X
332410	0.003966	0.003966	species	X
36861	0.003851	0.003851	species	X
1525	0.003816	0.003816	species	X
863	0.003688	0.003688	species	X
330922	0.003584	0.003584	species	X
34090	0.003584	0.003584	species	X
1102	0.003561	0.003561	species	X
1092	0.003503	0.003503	species	X
29291	0.003393	0.003393	species	X
405	0.003335	0.003335	species	X
916	0.003312	0.003312	species	X
32046	0.003266	0.003266	species	X
44001	0.003248	0.003248	species	X
39765	0.003237	0.003237	species	X
334543	0.003179	0.003179	species	X
1100	0.002976	0.002976	species	X
216816	0.002970	0.002970	species	X
1352	0.002878	0.002878	species	X
1358	0.002797	0.002797	species	X
1094	0.002721	0.002721	species	X
1596	0.002646	0.002646	species	X
731	0.002582	0.002582	species	X
67854	0.002565	0.002565	species	X
39766	0.002536	0.002536	species	X
97393	0.002357	0.002357	species	X
1308	0.002351	0.002351	species	X
1245	0.002345	0.002345	species	X
1255	0.002322	0.002322	species	X
1307	0.002310	0.002310	species	X
1247	0.002200	0.002200	species	X
1580	0.002160	0.002160	species	X
24	0.002137	0.002137	species	X
1584	0.001911	0.001911	species	X
944	0.001343	0.001343	species	X
351745	0.001309	0.001309	species	X
945	0.001141	0.001141	species	X
