34	0.018432	0.018432	species	X
107709	0.016138	0.016138	species	X
1393	0.015614	0.015614	species	X
148447	0.015474	0.015474	species	X
119484	0.015066	0.015066	species	X
155978	0.014833	0.014833	species	X
1076	0.014624	0.014624	species	X
291112	0.014496	0.014496	species	X
67825	0.014496	0.014496	species	X
1493	0.014472	0.014472	species	X
1413	0.014449	0.014449	species	X
312306	0.014181	0.014181	species	X
2020	0.013913	0.013913	species	X
57975	0.013913	0.013913	species	X
58138	0.013785	0.013785	species	X
86665	0.013756	0.013756	species	X
303	0.013570	0.013570	species	X
880	0.013430	0.013430	species	X
63612	0.013401	0.013401	species	X
133539	0.013383	0.013383	species	X
216465	0.013325	0.013325	species	X
376805	0.013290	0.013290	species	X
1736	0.013284	0.013284	species	X
545	0.013214	0.013214	species	X
645	0.013185	0.013185	species	X
833	0.013156	0.013156	species	X
921	0.013069	0.013069	species	X
223967	0.013063	0.013063	species	X
2209	0.013016	0.013016	species	X
88688	0.012737	0.012737	species	X
35554	0.012585	0.012585	species	X
1538	0.012469	0.012469	species	X
228	0.012451	0.012451	species	X
252307	0.012213	0.012213	species	X
40324	0.012201	0.012201	species	X
821	0.012172	0.012172	species	X
1176649	0.012149	0.012149	species	X
33996	0.012061	0.012061	species	X
53358	0.011886	0.011886	species	X
375929	0.011578	0.011578	species	X
110500	0.011444	0.011444	species	X
412963	0.011158	0.011158	species	X
287	0.011129	0.011129	species	X
1718	0.011094	0.011094	species	X
405	0.011083	0.011083	species	X
936456	0.011071	0.011071	species	X
32046	0.011001	0.011001	species	X
1491	0.010908	0.010908	species	X
2371	0.010553	0.010553	species	X
129958	0.010093	0.010093	species	X
43771	0.009982	0.009982	species	X
202747	0.009708	0.009708	species	X
69499	0.009656	0.009656	species	X
1681	0.009604	0.009604	species	X
172049	0.009359	0.009359	species	X
2424	0.009353	0.009353	species	X
38289	0.009318	0.009318	species	X
940	0.009318	0.009318	species	X
342948	0.009207	0.009207	species	X
56636	0.009108	0.009108	species	X
46541	0.008940	0.008940	species	X
1349	0.008934	0.008934	species	X
244787	0.008823	0.008823	species	X
29292	0.008806	0.008806	species	X
948	0.008782	0.008782	species	X
37636	0.008759	0.008759	species	X
803	0.008415	0.008415	species	X
1260	0.008083	0.008083	species	X
274	0.008025	0.008025	species	X
1358	0.007996	0.007996	species	X
727	0.007891	0.007891	species	X
43675	0.007862	0.007862	species	X
2096	0.007693	0.007693	species	X
1351	0.007629	0.007629	species	X
2107	0.007542	0.007542	species	X
140	0.007431	0.007431	species	X
45361	0.007431	0.007431	species	X
47770	0.007373	0.007373	species	X
2111	0.007356	0.007356	species	X
2109	0.007280	0.007280	species	X
2118	0.007222	0.007222	species	X
2097	0.006965	0.006965	species	X
2095	0.006913	0.006913	species	X
518	0.006878	0.006878	species	X
2100	0.006860	0.006860	species	X
485	0.006814	0.006814	species	X
177758	0.006360	0.006360	species	X
44449	0.006278	0.006278	species	X
1392	0.006243	0.006243	species	X
28450	0.005731	0.005731	species	X
576610	0.005573	0.005573	species	X
61435	0.005247	0.005247	species	X
1396	0.005014	0.005014	species	X
263	0.004298	0.004298	species	X
142	0.002073	0.002073	species	X
622	0.001386	0.001386	species	X
781	0.000186	0.000186	species	X
783	0.000140	0.000140	species	X
562	0.000070	0.000070	species	X
1428	0.000012	0.000012	species	X
13373	0.000006	0.000006	species	X
