285 	 0.000091 	 0.000091 	 species
287 	 0.000080 	 0.000080 	 species
293 	 0.000068 	 0.000068 	 species
303 	 0.000057 	 0.000057 	 species
316 	 0.857234 	 0.857234 	 species
470 	 0.000034 	 0.000034 	 species
471 	 0.000034 	 0.000034 	 species
529 	 0.000023 	 0.000023 	 species
550 	 0.000023 	 0.000023 	 species
562 	 0.000023 	 0.000023 	 species
565 	 0.000023 	 0.000023 	 species
571 	 0.000023 	 0.000023 	 species
573 	 0.000023 	 0.000023 	 species
623 	 0.000023 	 0.000023 	 species
844 	 0.000011 	 0.000011 	 species
926 	 0.000011 	 0.000011 	 species
1260 	 0.000011 	 0.000011 	 species
1270 	 0.063679 	 0.063679 	 species
1280 	 0.000011 	 0.000011 	 species
1281 	 0.000011 	 0.000011 	 species
1282 	 0.023851 	 0.023851 	 species
1283 	 0.000011 	 0.000011 	 species
1288 	 0.013045 	 0.013045 	 species
1290 	 0.000011 	 0.000011 	 species
1292 	 0.000011 	 0.000011 	 species
1390 	 0.000511 	 0.000511 	 species
1392 	 0.000477 	 0.000477 	 species
1396 	 0.010579 	 0.010579 	 species
1404 	 0.000455 	 0.000455 	 species
1408 	 0.006295 	 0.006295 	 species
1421 	 0.000330 	 0.000330 	 species
1428 	 0.005807 	 0.005807 	 species
1747 	 0.000170 	 0.000170 	 species
1800 	 0.004113 	 0.004113 	 species
28035 	 0.002864 	 0.002864 	 species
28141 	 0.000080 	 0.000080 	 species
29385 	 0.002829 	 0.002829 	 species
37734 	 0.000057 	 0.000057 	 species
40324 	 0.002295 	 0.002295 	 species
43767 	 0.001875 	 0.001875 	 species
72000 	 0.000023 	 0.000023 	 species
86662 	 0.001591 	 0.001591 	 species
161879 	 0.000011 	 0.000011 	 species
214856 	 0.000011 	 0.000011 	 species
256701 	 0.001204 	 0.001204 	 species
