155978	0.025843	0.025843	species	X
148447	0.025466	0.025466	species	X
34	0.024880	0.024880	species	X
287	0.019477	0.019477	species	X
781	0.019435	0.019435	species	X
1393	0.019309	0.019309	species	X
107709	0.018293	0.018293	species	X
303	0.017686	0.017686	species	X
13373	0.017519	0.017519	species	X
2020	0.017121	0.017121	species	X
312306	0.017026	0.017026	species	X
1076	0.016775	0.016775	species	X
216465	0.016450	0.016450	species	X
223967	0.016210	0.016210	species	X
1493	0.015990	0.015990	species	X
1176649	0.015623	0.015623	species	X
821	0.015445	0.015445	species	X
67825	0.015320	0.015320	species	X
119484	0.015267	0.015267	species	X
291112	0.015173	0.015173	species	X
57975	0.015100	0.015100	species	X
40324	0.014628	0.014628	species	X
921	0.014513	0.014513	species	X
44449	0.014346	0.014346	species	X
645	0.014262	0.014262	species	X
1413	0.014189	0.014189	species	X
783	0.014032	0.014032	species	X
88688	0.013916	0.013916	species	X
58138	0.013895	0.013895	species	X
1538	0.013686	0.013686	species	X
545	0.013330	0.013330	species	X
880	0.013183	0.013183	species	X
63612	0.013068	0.013068	species	X
376805	0.013005	0.013005	species	X
1736	0.012995	0.012995	species	X
133539	0.012723	0.012723	species	X
86665	0.012398	0.012398	species	X
2209	0.012346	0.012346	species	X
53358	0.012304	0.012304	species	X
177758	0.012105	0.012105	species	X
1491	0.011958	0.011958	species	X
33996	0.011906	0.011906	species	X
833	0.011770	0.011770	species	X
35554	0.011686	0.011686	species	X
412963	0.011508	0.011508	species	X
1392	0.011498	0.011498	species	X
228	0.011498	0.011498	species	X
252307	0.010869	0.010869	species	X
375929	0.009791	0.009791	species	X
1718	0.009728	0.009728	species	X
110500	0.009246	0.009246	species	X
405	0.009089	0.009089	species	X
936456	0.008922	0.008922	species	X
32046	0.008168	0.008168	species	X
1358	0.007812	0.007812	species	X
2371	0.007801	0.007801	species	X
129958	0.007299	0.007299	species	X
38289	0.007194	0.007194	species	X
43771	0.007058	0.007058	species	X
37636	0.007026	0.007026	species	X
43675	0.006942	0.006942	species	X
202747	0.006461	0.006461	species	X
69499	0.006461	0.006461	species	X
1681	0.006377	0.006377	species	X
274	0.006115	0.006115	species	X
1428	0.005958	0.005958	species	X
1260	0.005874	0.005874	species	X
47770	0.005853	0.005853	species	X
2424	0.005822	0.005822	species	X
46541	0.005696	0.005696	species	X
172049	0.005634	0.005634	species	X
342948	0.005623	0.005623	species	X
727	0.005592	0.005592	species	X
263	0.005581	0.005581	species	X
29292	0.005508	0.005508	species	X
1349	0.005414	0.005414	species	X
940	0.005152	0.005152	species	X
1396	0.004984	0.004984	species	X
244787	0.004974	0.004974	species	X
56636	0.004963	0.004963	species	X
803	0.004764	0.004764	species	X
576610	0.004754	0.004754	species	X
948	0.004513	0.004513	species	X
61435	0.004503	0.004503	species	X
28450	0.004230	0.004230	species	X
485	0.003005	0.003005	species	X
2096	0.002942	0.002942	species	X
1351	0.002827	0.002827	species	X
2107	0.002670	0.002670	species	X
140	0.002576	0.002576	species	X
142	0.002534	0.002534	species	X
45361	0.002471	0.002471	species	X
2111	0.002335	0.002335	species	X
2100	0.002262	0.002262	species	X
2109	0.002199	0.002199	species	X
2118	0.002199	0.002199	species	X
562	0.001916	0.001916	species	X
2097	0.001738	0.001738	species	X
2095	0.001644	0.001644	species	X
622	0.001508	0.001508	species	X
518	0.001267	0.001267	species	X
