285 	 0.202479 	 0.202479 	 species
287 	 0.157025 	 0.157025 	 species
303 	 0.132231 	 0.132231 	 species
316 	 0.123967 	 0.123967 	 species
339 	 0.090909 	 0.090909 	 species
470 	 0.028926 	 0.028926 	 species
471 	 0.028926 	 0.028926 	 species
519 	 0.020661 	 0.020661 	 species
529 	 0.020661 	 0.020661 	 species
550 	 0.016529 	 0.016529 	 species
562 	 0.016529 	 0.016529 	 species
571 	 0.012397 	 0.012397 	 species
573 	 0.012397 	 0.012397 	 species
623 	 0.012397 	 0.012397 	 species
844 	 0.008264 	 0.008264 	 species
926 	 0.008264 	 0.008264 	 species
1260 	 0.004132 	 0.004132 	 species
1270 	 0.004132 	 0.004132 	 species
1280 	 0.004132 	 0.004132 	 species
1281 	 0.004132 	 0.004132 	 species
1282 	 0.004132 	 0.004132 	 species
1283 	 0.004132 	 0.004132 	 species
1288 	 0.004132 	 0.004132 	 species
1292 	 0.004132 	 0.004132 	 species
1351 	 0.004132 	 0.004132 	 species
1390 	 0.004132 	 0.004132 	 species
1392 	 0.004132 	 0.004132 	 species
1396 	 0.004132 	 0.004132 	 species
1404 	 0.004132 	 0.004132 	 species
1408 	 0.004132 	 0.004132 	 species
1421 	 0.004132 	 0.004132 	 species
1428 	 0.004132 	 0.004132 	 species
28035 	 0.033058 	 0.033058 	 species
43767 	 0.008264 	 0.008264 	 species
