287 	 0.000353 	 0.000353 	 species
316 	 0.860499 	 0.860499 	 species
470 	 0.000091 	 0.000091 	 species
550 	 0.000046 	 0.000046 	 species
573 	 0.000046 	 0.000046 	 species
926 	 0.000023 	 0.000023 	 species
1270 	 0.063448 	 0.063448 	 species
1280 	 0.000023 	 0.000023 	 species
1282 	 0.023900 	 0.023900 	 species
1283 	 0.000023 	 0.000023 	 species
1288 	 0.013050 	 0.013050 	 species
1290 	 0.000023 	 0.000023 	 species
1390 	 0.000011 	 0.000011 	 species
1392 	 0.000011 	 0.000011 	 species
1396 	 0.010542 	 0.010542 	 species
1404 	 0.000011 	 0.000011 	 species
1408 	 0.006337 	 0.006337 	 species
1421 	 0.000011 	 0.000011 	 species
1428 	 0.005767 	 0.005767 	 species
1717 	 0.000011 	 0.000011 	 species
1747 	 0.000011 	 0.000011 	 species
1800 	 0.004114 	 0.004114 	 species
28035 	 0.002838 	 0.002838 	 species
29385 	 0.002827 	 0.002827 	 species
40324 	 0.002291 	 0.002291 	 species
43767 	 0.001846 	 0.001846 	 species
86662 	 0.001630 	 0.001630 	 species
721785 	 0.000217 	 0.000217 	 species
