408	0.409381	0.409381	species	X
2054	0.150181	0.150181	species	X
2224	0.101204	0.101204	species	X
28264	0.074496	0.074496	species	X
916	0.059251	0.059251	species	X
34073	0.052751	0.052751	species	X
41	0.044799	0.044799	species	X
714	0.020895	0.020895	species	X
732	0.018784	0.018784	species	X
1311	0.015614	0.015614	species	X
583357	0.013534	0.013534	species	X
95486	0.007537	0.007537	species	X
870	0.006893	0.006893	species	X
1590	0.005060	0.005060	species	X
49319	0.004976	0.004976	species	X
486	0.004660	0.004660	species	X
1930	0.002852	0.002852	species	X
120962	0.002464	0.002464	species	X
623	0.001749	0.001749	species	X
2203	0.001624	0.001624	species	X
1502	0.001193	0.001193	species	X
487	0.000103	0.000103	species	X
