285 	 0.000125 	 0.000125 	 species
287 	 0.000114 	 0.000114 	 species
293 	 0.000114 	 0.000114 	 species
303 	 0.000102 	 0.000102 	 species
316 	 0.857852 	 0.857852 	 species
470 	 0.000046 	 0.000046 	 species
471 	 0.000046 	 0.000046 	 species
550 	 0.000034 	 0.000034 	 species
562 	 0.000034 	 0.000034 	 species
573 	 0.000023 	 0.000023 	 species
926 	 0.000011 	 0.000011 	 species
1270 	 0.063838 	 0.063838 	 species
1280 	 0.000011 	 0.000011 	 species
1281 	 0.000011 	 0.000011 	 species
1282 	 0.023824 	 0.023824 	 species
1283 	 0.000011 	 0.000011 	 species
1288 	 0.013095 	 0.013095 	 species
1290 	 0.000011 	 0.000011 	 species
1292 	 0.000011 	 0.000011 	 species
1390 	 0.000011 	 0.000011 	 species
1392 	 0.000011 	 0.000011 	 species
1396 	 0.010604 	 0.010604 	 species
1404 	 0.000011 	 0.000011 	 species
1408 	 0.006314 	 0.006314 	 species
1421 	 0.000011 	 0.000011 	 species
1428 	 0.005837 	 0.005837 	 species
1747 	 0.000466 	 0.000466 	 species
1800 	 0.004141 	 0.004141 	 species
28035 	 0.002867 	 0.002867 	 species
28141 	 0.000444 	 0.000444 	 species
29385 	 0.002844 	 0.002844 	 species
37734 	 0.000102 	 0.000102 	 species
40324 	 0.002298 	 0.002298 	 species
43767 	 0.001877 	 0.001877 	 species
72000 	 0.000034 	 0.000034 	 species
86662 	 0.001593 	 0.001593 	 species
214856 	 0.000011 	 0.000011 	 species
256701 	 0.001206 	 0.001206 	 species
