155978	0.020862	0.020862	species	X
148447	0.020558	0.020558	species	X
34	0.020084	0.020084	species	X
287	0.015723	0.015723	species	X
781	0.015689	0.015689	species	X
1393	0.015587	0.015587	species	X
107709	0.014767	0.014767	species	X
303	0.014277	0.014277	species	X
13373	0.014142	0.014142	species	X
2020	0.013821	0.013821	species	X
312306	0.013745	0.013745	species	X
1076	0.013542	0.013542	species	X
216465	0.013280	0.013280	species	X
223967	0.013085	0.013085	species	X
1493	0.012908	0.012908	species	X
119484	0.012620	0.012620	species	X
1176649	0.012612	0.012612	species	X
291112	0.012587	0.012587	species	X
821	0.012468	0.012468	species	X
67825	0.012367	0.012367	species	X
57975	0.012189	0.012189	species	X
58138	0.011834	0.011834	species	X
40324	0.011809	0.011809	species	X
921	0.011716	0.011716	species	X
1413	0.011691	0.011691	species	X
44449	0.011581	0.011581	species	X
880	0.011547	0.011547	species	X
645	0.011513	0.011513	species	X
783	0.011327	0.011327	species	X
88688	0.011234	0.011234	species	X
1736	0.011107	0.011107	species	X
1538	0.011048	0.011048	species	X
133539	0.010989	0.010989	species	X
86665	0.010879	0.010879	species	X
545	0.010761	0.010761	species	X
2209	0.010583	0.010583	species	X
376805	0.010566	0.010566	species	X
63612	0.010549	0.010549	species	X
518	0.010406	0.010406	species	X
833	0.010279	0.010279	species	X
53358	0.009932	0.009932	species	X
940	0.009907	0.009907	species	X
140	0.009882	0.009882	species	X
1351	0.009822	0.009822	species	X
948	0.009789	0.009789	species	X
177758	0.009772	0.009772	species	X
2109	0.009662	0.009662	species	X
1491	0.009653	0.009653	species	X
33996	0.009611	0.009611	species	X
228	0.009560	0.009560	species	X
172049	0.009535	0.009535	species	X
35554	0.009467	0.009467	species	X
110500	0.009459	0.009459	species	X
2096	0.009391	0.009391	species	X
252307	0.009315	0.009315	species	X
412963	0.009290	0.009290	species	X
1392	0.009281	0.009281	species	X
69499	0.009256	0.009256	species	X
2111	0.009248	0.009248	species	X
45361	0.009129	0.009129	species	X
43771	0.009070	0.009070	species	X
2107	0.009028	0.009028	species	X
244787	0.009002	0.009002	species	X
32046	0.008986	0.008986	species	X
1681	0.008977	0.008977	species	X
2095	0.008943	0.008943	species	X
2118	0.008935	0.008935	species	X
202747	0.008909	0.008909	species	X
375929	0.008859	0.008859	species	X
56636	0.008816	0.008816	species	X
2424	0.008766	0.008766	species	X
129958	0.008757	0.008757	species	X
2097	0.008749	0.008749	species	X
2371	0.008631	0.008631	species	X
1349	0.008512	0.008512	species	X
936456	0.008461	0.008461	species	X
342948	0.008445	0.008445	species	X
405	0.008419	0.008419	species	X
46541	0.008377	0.008377	species	X
803	0.008335	0.008335	species	X
1718	0.008250	0.008250	species	X
2100	0.008132	0.008132	species	X
29292	0.007929	0.007929	species	X
38289	0.007718	0.007718	species	X
485	0.007371	0.007371	species	X
37636	0.007041	0.007041	species	X
1260	0.006991	0.006991	species	X
727	0.006940	0.006940	species	X
274	0.006712	0.006712	species	X
1358	0.006306	0.006306	species	X
47770	0.005900	0.005900	species	X
43675	0.005706	0.005706	species	X
1428	0.004810	0.004810	species	X
263	0.004505	0.004505	species	X
28450	0.004353	0.004353	species	X
576610	0.004252	0.004252	species	X
1396	0.004024	0.004024	species	X
61435	0.003981	0.003981	species	X
142	0.002046	0.002046	species	X
562	0.001547	0.001547	species	X
622	0.001217	0.001217	species	X
