285 	 0.263804 	 0.263804 	 species
287 	 0.214724 	 0.214724 	 species
303 	 0.116564 	 0.116564 	 species
316 	 0.110429 	 0.110429 	 species
470 	 0.030675 	 0.030675 	 species
471 	 0.030675 	 0.030675 	 species
550 	 0.018405 	 0.018405 	 species
562 	 0.015337 	 0.015337 	 species
573 	 0.012270 	 0.012270 	 species
926 	 0.006135 	 0.006135 	 species
1270 	 0.006135 	 0.006135 	 species
1280 	 0.003067 	 0.003067 	 species
1281 	 0.003067 	 0.003067 	 species
1282 	 0.003067 	 0.003067 	 species
1283 	 0.003067 	 0.003067 	 species
1288 	 0.003067 	 0.003067 	 species
1292 	 0.003067 	 0.003067 	 species
1390 	 0.003067 	 0.003067 	 species
1392 	 0.003067 	 0.003067 	 species
1396 	 0.003067 	 0.003067 	 species
1404 	 0.003067 	 0.003067 	 species
1408 	 0.003067 	 0.003067 	 species
1421 	 0.003067 	 0.003067 	 species
1428 	 0.003067 	 0.003067 	 species
28035 	 0.122699 	 0.122699 	 species
43767 	 0.012270 	 0.012270 	 species
