1299	0.370737	0.370737	species	X
470	0.100078	0.100078	species	X
821	0.086320	0.086320	species	X
1282	0.048360	0.048360	species	X
1747	0.047583	0.047583	species	X
28037	0.042546	0.042546	species	X
210	0.041363	0.041363	species	X
1520	0.034981	0.034981	species	X
1280	0.032300	0.032300	species	X
1660	0.031316	0.031316	species	X
487	0.029483	0.029483	species	X
1063	0.029050	0.029050	species	X
1309	0.026522	0.026522	species	X
1313	0.018958	0.018958	species	X
1639	0.015942	0.015942	species	X
1351	0.014606	0.014606	species	X
2173	0.009443	0.009443	species	X
562	0.009370	0.009370	species	X
287	0.006265	0.006265	species	X
1396	0.003223	0.003223	species	X
1311	0.001228	0.001228	species	X
1596	0.000244	0.000244	species	X
40324	0.000081	0.000081	species	X
