1076	0.221619	0.221619	species	X
288000	0.212264	0.212264	species	X
2371	0.093912	0.093912	species	X
1085	0.042418	0.042418	species	X
95486	0.016753	0.016753	species	X
36873	0.010219	0.010219	species	X
298653	0.009992	0.009992	species	X
482957	0.009107	0.009107	species	X
1206	0.008479	0.008479	species	X
152480	0.008150	0.008150	species	X
1172	0.008016	0.008016	species	X
1096	0.007080	0.007080	species	X
294	0.006926	0.006926	species	X
296591	0.006709	0.006709	species	X
317	0.006627	0.006627	species	X
303	0.006617	0.006617	species	X
49338	0.006360	0.006360	species	X
196162	0.006288	0.006288	species	X
288	0.006082	0.006082	species	X
1520	0.006051	0.006051	species	X
354	0.005999	0.005999	species	X
62322	0.005927	0.005927	species	X
86304	0.005897	0.005897	species	X
106370	0.005824	0.005824	species	X
266	0.005711	0.005711	species	X
290399	0.005650	0.005650	species	X
266779	0.005578	0.005578	species	X
192843	0.005536	0.005536	species	X
2208	0.005444	0.005444	species	X
985	0.005351	0.005351	species	X
2743	0.005320	0.005320	species	X
912	0.005238	0.005238	species	X
94122	0.005176	0.005176	species	X
259537	0.005166	0.005166	species	X
56812	0.005104	0.005104	species	X
119484	0.005094	0.005094	species	X
290400	0.005032	0.005032	species	X
131568	0.005022	0.005022	species	X
161493	0.004919	0.004919	species	X
359303	0.004909	0.004909	species	X
48935	0.004867	0.004867	species	X
1063	0.004806	0.004806	species	X
28232	0.004806	0.004806	species	X
29543	0.004806	0.004806	species	X
1124597	0.004744	0.004744	species	X
208226	0.004497	0.004497	species	X
158080	0.004466	0.004466	species	X
60478	0.004456	0.004456	species	X
1515	0.004312	0.004312	species	X
292414	0.004271	0.004271	species	X
2203	0.004250	0.004250	species	X
19	0.004199	0.004199	species	X
58180	0.003972	0.003972	species	X
1231	0.003900	0.003900	species	X
2021	0.003900	0.003900	species	X
49319	0.003838	0.003838	species	X
68909	0.003756	0.003756	species	X
1229	0.003735	0.003735	species	X
36861	0.003653	0.003653	species	X
580165	0.003591	0.003591	species	X
1525	0.003561	0.003561	species	X
351052	0.003550	0.003550	species	X
60481	0.003540	0.003540	species	X
1219	0.003530	0.003530	species	X
332410	0.003468	0.003468	species	X
117207	0.003427	0.003427	species	X
60552	0.003396	0.003396	species	X
863	0.003324	0.003324	species	X
913	0.003293	0.003293	species	X
1092	0.003272	0.003272	species	X
34090	0.003190	0.003190	species	X
1358	0.003036	0.003036	species	X
334543	0.003025	0.003025	species	X
29291	0.002923	0.002923	species	X
39765	0.002892	0.002892	species	X
1352	0.002881	0.002881	species	X
1100	0.002871	0.002871	species	X
916	0.002871	0.002871	species	X
405	0.002840	0.002840	species	X
330922	0.002830	0.002830	species	X
39766	0.002809	0.002809	species	X
44001	0.002768	0.002768	species	X
32046	0.002737	0.002737	species	X
67854	0.002645	0.002645	species	X
1094	0.002624	0.002624	species	X
1102	0.002480	0.002480	species	X
731	0.002398	0.002398	species	X
97393	0.002305	0.002305	species	X
1596	0.002233	0.002233	species	X
1307	0.002140	0.002140	species	X
1580	0.002130	0.002130	species	X
1245	0.002089	0.002089	species	X
1247	0.002027	0.002027	species	X
216816	0.001996	0.001996	species	X
1584	0.001832	0.001832	species	X
944	0.001646	0.001646	species	X
24	0.001605	0.001605	species	X
1255	0.001574	0.001574	species	X
1308	0.001523	0.001523	species	X
945	0.001307	0.001307	species	X
351745	0.001019	0.001019	species	X
