287 	 0.343137 	 0.343137 	 species
316 	 0.105882 	 0.105882 	 species
470 	 0.049020 	 0.049020 	 species
550 	 0.021569 	 0.021569 	 species
573 	 0.015686 	 0.015686 	 species
926 	 0.005882 	 0.005882 	 species
1270 	 0.005882 	 0.005882 	 species
1280 	 0.003922 	 0.003922 	 species
1282 	 0.003922 	 0.003922 	 species
1283 	 0.003922 	 0.003922 	 species
1288 	 0.001961 	 0.001961 	 species
1292 	 0.003922 	 0.003922 	 species
1390 	 0.003922 	 0.003922 	 species
1392 	 0.003922 	 0.003922 	 species
1396 	 0.001961 	 0.001961 	 species
1404 	 0.001961 	 0.001961 	 species
1408 	 0.001961 	 0.001961 	 species
1421 	 0.001961 	 0.001961 	 species
1428 	 0.001961 	 0.001961 	 species
1747 	 0.001961 	 0.001961 	 species
28035 	 0.325490 	 0.325490 	 species
43767 	 0.090196 	 0.090196 	 species
