1298	0.389332	0.389332	genus	X
469	0.128896	0.128896	genus	X
816	0.090951	0.090951	genus	X
1279	0.079560	0.079560	genus	X
1743	0.061412	0.061412	genus	X
1301	0.048804	0.048804	genus	X
1485	0.033863	0.033863	genus	X
482	0.031691	0.031691	genus	X
209	0.027901	0.027901	genus	X
1060	0.025377	0.025377	genus	X
1654	0.023336	0.023336	genus	X
1637	0.020903	0.020903	genus	X
1350	0.013252	0.013252	genus	X
1386	0.007963	0.007963	genus	X
286	0.007722	0.007722	genus	X
2172	0.006053	0.006053	genus	X
561	0.002715	0.002715	genus	X
1578	0.000271	0.000271	genus	X
