286	0.046595	0.046595	genus	X
940557	0.045190	0.045190	genus	X
816	0.036580	0.036580	genus	X
146918	0.022600	0.022600	genus	X
1649480	0.022600	0.022600	genus	X
1817	0.022600	0.022600	genus	X
1854	0.022600	0.022600	genus	X
1883	0.022600	0.022600	genus	X
209	0.022600	0.022600	genus	X
226	0.022600	0.022600	genus	X
417127	0.022600	0.022600	genus	X
68288	0.022600	0.022600	genus	X
838	0.022600	0.022600	genus	X
84567	0.022600	0.022600	genus	X
104264	0.022590	0.022590	genus	X
120831	0.022590	0.022590	genus	X
127	0.022590	0.022590	genus	X
1573	0.022590	0.022590	genus	X
1649482	0.022590	0.022590	genus	X
1649490	0.022590	0.022590	genus	X
1763	0.022590	0.022590	genus	X
1827	0.022590	0.022590	genus	X
2000	0.022590	0.022590	genus	X
2349	0.022590	0.022590	genus	X
32	0.022590	0.022590	genus	X
332162	0.022590	0.022590	genus	X
39643	0.022590	0.022590	genus	X
414878	0.022590	0.022590	genus	X
466152	0.022590	0.022590	genus	X
658061	0.022590	0.022590	genus	X
75	0.022590	0.022590	genus	X
767891	0.022590	0.022590	genus	X
768	0.022590	0.022590	genus	X
991903	0.022590	0.022590	genus	X
375288	0.022580	0.022580	genus	X
237	0.022329	0.022329	genus	X
590	0.021968	0.021968	genus	X
561	0.021286	0.021286	genus	X
1073	0.019991	0.019991	genus	X
265488	0.018977	0.018977	genus	X
32008	0.017141	0.017141	genus	X
379	0.015264	0.015264	genus	X
40323	0.010086	0.010086	genus	X
34072	0.001606	0.001606	genus	X
