1298	0.379022	0.379022	genus	X
469	0.125714	0.125714	genus	X
816	0.096214	0.096214	genus	X
1279	0.084557	0.084557	genus	X
1301	0.054919	0.054919	genus	X
1743	0.041128	0.041128	genus	X
1485	0.039180	0.039180	genus	X
1654	0.034124	0.034124	genus	X
1060	0.031881	0.031881	genus	X
209	0.028123	0.028123	genus	X
482	0.024907	0.024907	genus	X
1637	0.019644	0.019644	genus	X
1350	0.013299	0.013299	genus	X
1386	0.008292	0.008292	genus	X
286	0.007132	0.007132	genus	X
2172	0.007083	0.007083	genus	X
561	0.004358	0.004358	genus	X
1578	0.000275	0.000275	genus	X
40323	0.000148	0.000148	genus	X
