29521	0.313309	0.313309	genus	X
193568	0.221906	0.221906	genus	X
1716	0.101178	0.101178	genus	X
2335	0.080135	0.080135	genus	X
204037	0.054564	0.054564	genus	X
1508657	0.043304	0.043304	genus	X
114627	0.041243	0.041243	genus	X
32008	0.034943	0.034943	genus	X
316612	0.023351	0.023351	genus	X
1485	0.020956	0.020956	genus	X
1163	0.015645	0.015645	genus	X
194	0.012242	0.012242	genus	X
379546	0.007838	0.007838	genus	X
286	0.007242	0.007242	genus	X
234	0.006968	0.006968	genus	X
1763	0.003913	0.003913	genus	X
84111	0.003470	0.003470	genus	X
2279	0.003337	0.003337	genus	X
1578	0.002573	0.002573	genus	X
84756	0.001878	0.001878	genus	X
1177	0.000008	0.000008	genus	X
