911	0.221754	0.221754	genus	X
171	0.219777	0.219777	genus	X
64159	0.066752	0.066752	genus	X
1227	0.052820	0.052820	genus	X
84567	0.047946	0.047946	genus	X
1649482	0.044956	0.044956	genus	X
22	0.044444	0.044444	genus	X
2207	0.042076	0.042076	genus	X
157	0.041564	0.041564	genus	X
780	0.038182	0.038182	genus	X
2420	0.028391	0.028391	genus	X
1481960	0.027301	0.027301	genus	X
1016	0.020322	0.020322	genus	X
48736	0.015542	0.015542	genus	X
1637	0.015414	0.015414	genus	X
413	0.014417	0.014417	genus	X
836	0.012722	0.012722	genus	X
1763	0.012100	0.012100	genus	X
2129	0.010072	0.010072	genus	X
182639	0.007328	0.007328	genus	X
1099	0.005820	0.005820	genus	X
914	0.004499	0.004499	genus	X
662	0.004346	0.004346	genus	X
1386	0.001457	0.001457	genus	X
