407	0.468901	0.468901	genus	X
2053	0.149227	0.149227	genus	X
34072	0.067961	0.067961	genus	X
2222	0.059377	0.059377	genus	X
914	0.044889	0.044889	genus	X
28263	0.044748	0.044748	genus	X
40	0.043737	0.043737	genus	X
416916	0.033101	0.033101	genus	X
1754	0.016641	0.016641	genus	X
32008	0.013214	0.013214	genus	X
234	0.012041	0.012041	genus	X
1301	0.010646	0.010646	genus	X
482	0.006137	0.006137	genus	X
1578	0.005732	0.005732	genus	X
42255	0.004984	0.004984	genus	X
1883	0.004752	0.004752	genus	X
869	0.003852	0.003852	genus	X
22	0.003346	0.003346	genus	X
120961	0.002983	0.002983	genus	X
2202	0.001699	0.001699	genus	X
1485	0.001618	0.001618	genus	X
620	0.000415	0.000415	genus	X
