375288	0.095367	0.095367	genus	X
768	0.084011	0.084011	genus	X
816	0.067180	0.067180	genus	X
286	0.043868	0.043868	genus	X
209	0.037512	0.037512	genus	X
118	0.030308	0.030308	genus	X
940557	0.030308	0.030308	genus	X
84567	0.030281	0.030281	genus	X
767891	0.025784	0.025784	genus	X
1573	0.024331	0.024331	genus	X
104264	0.021955	0.021955	genus	X
146918	0.020619	0.020619	genus	X
226	0.019007	0.019007	genus	X
838	0.016225	0.016225	genus	X
75	0.016108	0.016108	genus	X
2349	0.016094	0.016094	genus	X
1649480	0.016067	0.016067	genus	X
1854	0.016025	0.016025	genus	X
120831	0.016012	0.016012	genus	X
265488	0.015970	0.015970	genus	X
1649490	0.015833	0.015833	genus	X
68288	0.015619	0.015619	genus	X
658061	0.015605	0.015605	genus	X
417127	0.015523	0.015523	genus	X
127	0.015158	0.015158	genus	X
1827	0.015151	0.015151	genus	X
1763	0.015144	0.015144	genus	X
466152	0.015144	0.015144	genus	X
332162	0.015137	0.015137	genus	X
991903	0.015123	0.015123	genus	X
1817	0.015109	0.015109	genus	X
414878	0.015061	0.015061	genus	X
2000	0.015054	0.015054	genus	X
32	0.015047	0.015047	genus	X
1883	0.015027	0.015027	genus	X
237	0.015013	0.015013	genus	X
379	0.015006	0.015006	genus	X
590	0.014958	0.014958	genus	X
39643	0.014868	0.014868	genus	X
1073	0.014455	0.014455	genus	X
1649482	0.014441	0.014441	genus	X
40323	0.012851	0.012851	genus	X
32008	0.012582	0.012582	genus	X
561	0.010571	0.010571	genus	X
34072	0.003485	0.003485	genus	X
