1227	0.0662068968029	0.0662068968029	genus	Nitrosococcus
182639	0.00898111586388	0.00898111586389	genus	Kribbella
157	0.0630279737933	0.0630279737933	genus	Treponema
662	0.00603741745805	0.00603741745805	genus	Vibrio
48736	0.00656839126127	0.00656839126127	genus	Ralstonia
171	0.348439581672	0.348439581672	genus	Leptospira
836	0.0155088664607	0.0155088664607	genus	Porphyromonas
22	0.0521856638164	0.0521856638164	genus	Shewanella
2207	0.0508080707229	0.0508080707229	genus	Methanosarcina
64159	0.0354179935049	0.0354179935049	genus	Desulfurobacterium
914	0.0052330845873	0.0052330845873	genus	Nitrosomonas
1016	0.0197391547692	0.0197391547692	genus	Capnocytophaga
911	0.179500450451	0.179500450451	genus	Nitrobacter
2420	0.0225115831174	0.0225115831174	genus	Thermosipho
1099	0.00606996356873	0.00606996356873	genus	Pelodictyon
1481960	0.0346944078229	0.0346944078229	genus	Peptoclostridium
780	0.0246230979486	0.0246230979486	genus	Rickettsia
2129	0.00450260820144	0.00450260820144	genus	Ureaplasma
1637	0.0182374519987	0.0182374519987	genus	Listeria
413	0.0184652563265	0.0184652563265	genus	Methylococcus
1763	0.0110439646969	0.0110439646969	genus	Mycobacterium
1386	0.00219700515445	0.00219700515445	genus	Bacillus
