1279	0.015950128065	0.015950128065	genus	Staphylococcus
1269	0.00944565475549	0.0094456547555	genus	Micrococcus
1817	0.0013993269081	0.0013993269081	genus	Nocardia
469	0.00161241166263	0.00161241166263	genus	Acinetobacter
1716	0.00652100648886	0.00652100648887	genus	Corynebacterium
33882	0.00169357642344	0.00169357642344	genus	Microbacterium
1827	0.780903408833	0.780903408834	genus	Rhodococcus
570	0.00102124680558	0.00102124680558	genus	Klebsiella
44249	0.00566650242798	0.00566650242799	genus	Paenibacillus
12916	0.00127486738705	0.00127486738705	genus	Acidovorax
40323	0.00108838644155	0.00108838644155	genus	Stenotrophomonas
1763	0.00285679002851	0.00285679002851	genus	Mycobacterium
1386	0.138866342041	0.138866342041	genus	Bacillus
1743	0.00136360614797	0.00136360614797	genus	Propionibacterium
1663	0.00755566751163	0.00755566751164	genus	Arthrobacter
286	0.0227810780713	0.0227810780713	genus	Pseudomonas
