2697	0.370231	0.370231	genus	X
745	0.129083	0.129083	genus	X
1678	0.125037	0.125037	genus	X
768	0.100620	0.100620	genus	X
171	0.066640	0.066640	genus	X
1883	0.042699	0.042699	genus	X
201096	0.034153	0.034153	genus	X
1854	0.027835	0.027835	genus	X
1301	0.026699	0.026699	genus	X
364316	0.017937	0.017937	genus	X
234	0.017872	0.017872	genus	X
230355	0.008741	0.008741	genus	X
122277	0.006956	0.006956	genus	X
28895	0.006231	0.006231	genus	X
40323	0.005896	0.005896	genus	X
1129	0.004987	0.004987	genus	X
33973	0.004295	0.004295	genus	X
773	0.002672	0.002672	genus	X
2093	0.001417	0.001417	genus	X
