1386	0.287913	0.287913	genus	X
547	0.221009	0.221009	genus	X
1279	0.150104	0.150104	genus	X
1081	0.099626	0.099626	genus	X
286	0.069607	0.069607	genus	X
1269	0.058816	0.058816	genus	X
1883	0.046031	0.046031	genus	X
1350	0.026465	0.026465	genus	X
160674	0.014017	0.014017	genus	X
570	0.013887	0.013887	genus	X
9605	0.005635	0.005635	genus	X
1569	0.005559	0.005559	genus	X
374	0.000371	0.000371	genus	X
34037	0.000305	0.000305	genus	X
561	0.000185	0.000185	genus	X
1743	0.000142	0.000142	genus	X
590	0.000142	0.000142	genus	X
156454	0.000098	0.000098	genus	X
48736	0.000087	0.000087	genus	X
