%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
4.949	12373	12373	6525381	1.02	0.03424	0	no rank	unclassified
95.05	237627	80	5767381	1.39	0.0009932	1	no rank	root
95.02	237547	6	5767381	1.39	0.001017	131567	no rank	  cellular organisms
95.01	237537	84	5767381	1.39	0.001081	2	superkingdom	    Bacteria
59.55	148867	102	3512358	1.42	0.001373	1224	phylum	      Proteobacteria
54.8	136988	282	3099467	1.48	0.002868	1236	class	        Gammaproteobacteria
33.12	82790	0	1385595	2	0.03342	135625	order	          Pasteurellales
33.12	82790	599	1385595	2	0.03342	712	family	            Pasteurellaceae
32.86	82139	282	1364941	2	0.1138	724	genus	              Haemophilus
32.73	81836	60338	1355236	1.99	0.2165	727	species	                Haemophilus influenzae
8.286	20716	20716	192489	1.97	0.7801	71421	no rank	                  Haemophilus influenzae Rd KW20
0.0736	184	184	1568	1.01	0.00215	1334187	no rank	                  Haemophilus influenzae KR494
0.0376	94	94	1054	1.03	0.003287	866630	no rank	                  Haemophilus influenzae F3031
0.034	85	85	683	1.03	0.002381	374931	no rank	                  Haemophilus influenzae PittGG
0.0328	82	82	762	1	0.002476	862964	no rank	                  Haemophilus influenzae 10810
0.0316	79	79	717	1	0.002303	935897	no rank	                  Haemophilus influenzae F3047
0.0308	77	77	844	1	0.003463	262728	no rank	                  Haemophilus influenzae R2866
0.026	65	65	684	1.01	0.003258	374930	no rank	                  Haemophilus influenzae PittEE
0.0236	59	59	489	1	0.002533	262727	no rank	                  Haemophilus influenzae R2846
0.0228	57	57	568	1	0.002703	281310	no rank	                  Haemophilus influenzae 86-028NP
0.0056	14	0	268	1.02	0.0001375	729	species	                Haemophilus parainfluenzae
0.0056	14	14	268	1.02	0.0001375	862965	no rank	                  Haemophilus parainfluenzae T3T1
0.002	5	0	62	1.02	2.94e-05	738	species	                [Haemophilus] parasuis
0.002	5	5	62	1.02	2.94e-05	557723	no rank	                  Haemophilus parasuis SH0165
0.0008	2	0	30	1	1.859e-05	730	species	                [Haemophilus] ducreyi
0.0008	2	2	30	1	1.859e-05	233412	no rank	                  Haemophilus ducreyi 35000HP
0.0048	12	0	176	1.04	3.351e-05	416916	genus	              Aggregatibacter
0.004	10	7	103	1.07	3.417e-05	714	species	                Aggregatibacter actinomycetemcomitans
0.0012	3	3	22	1.05	2.564e-05	754507	no rank	                  Aggregatibacter actinomycetemcomitans ANH9381
0.0008	2	0	61	1	2.791e-05	732	species	                Aggregatibacter aphrophilus
0.0008	2	2	61	1	2.791e-05	634176	no rank	                  Aggregatibacter aphrophilus NJ8700
0.0044	11	0	176	1	4.926e-05	745	genus	              Pasteurella
0.0044	11	7	176	1	4.926e-05	747	species	                Pasteurella multocida
0.0016	4	2	65	1	4.684e-05	44283	subspecies	                  Pasteurella multocida subsp. multocida
0.0004	1	1	20	1	5.609e-05	272843	no rank	                    Pasteurella multocida subsp. multocida str. Pm70
0.0004	1	1	4	1	1.371e-05	1132496	no rank	                    Pasteurella multocida subsp. multocida str. HN06
0.0036	9	0	175	1.09	2.339e-05	713	genus	              Actinobacillus
