%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
45.1	276198	276198	30152074	1.54	0.1582	0	no rank	unclassified
54.9	336273	114	14129893	1.92	0.002433	1	no rank	root
43.71	267683	27	13857167	1.58	0.002444	131567	no rank	  cellular organisms
37.19	227755	43	11570221	1.59	0.002169	2	superkingdom	    Bacteria
20.89	127957	26	6518891	1.52	0.002549	1224	phylum	      Proteobacteria
11.34	69447	25	3131648	1.74	0.002898	1236	class	        Gammaproteobacteria
6.407	39239	0	1797487	1.92	0.008008	72274	order	          Pseudomonadales
4.774	29238	0	1177718	2.06	0.006103	135621	family	            Pseudomonadaceae
4.774	29238	13	1175310	2.06	0.006409	286	genus	              Pseudomonas
1.637	10029	0	753513	1.15	0.02335	136841	species group	                Pseudomonas aeruginosa group
1.634	10006	6	750541	1.15	0.0792	300	species	                  Pseudomonas mendocina
1.633	10000	10000	734123	1.15	0.1673	399739	no rank	                    Pseudomonas mendocina ymp
0.003755	23	19	1377	1.54	8.199e-05	287	species	                  Pseudomonas aeruginosa
0.0006531	4	4	21	4	3.44e-05	1089456	no rank	                    Pseudomonas aeruginosa NCGM2.S1
1.637	10025	0	164879	5.49	0.003757	136845	species group	                Pseudomonas putida group
1.635	10016	5432	159078	5.55	0.004665	303	species	                  Pseudomonas putida
0.732	4483	4483	22603	6.12	0.01931	231023	no rank	                    Pseudomonas putida ND6
0.004408	27	27	566	1	0.0002815	931281	no rank	                    Pseudomonas putida BIRD-1
0.003592	22	22	183	1.09	4.118e-05	76869	no rank	                    Pseudomonas putida GB-1
0.002286	14	14	205	1.13	9.36e-05	160488	no rank	                    Pseudomonas putida KT2440
0.002123	13	13	296	1.04	0.0004045	351746	no rank	                    Pseudomonas putida F1
0.001633	10	10	108	1	2.7e-05	1211579	no rank	                    Pseudomonas putida NBRC 14164
0.0009796	6	6	77	1.25	3.395e-05	1215088	no rank	                    Pseudomonas putida HB3267
0.0008164	5	5	26	1.65	5.285e-06	390235	no rank	                    Pseudomonas putida W619
0.0006531	4	4	96	1.01	2.033e-05	1331671	no rank	                    Pseudomonas putida H8234
0.001469	9	0	27	2.15	5.93e-06	47880	species	                  Pseudomonas fulva
0.001469	9	9	27	2.15	5.93e-06	743720	no rank	                    Pseudomonas fulva 12-X
1.495	9154	0	220068	2.81	0.01159	136846	species group	                Pseudomonas stutzeri group
1.495	9154	0	220068	2.81	0.01159	578833	species subgroup	                  Pseudomonas stutzeri subgroup
1.495	9154	2508	220068	2.81	0.01159	316	species	                    Pseudomonas stutzeri
0.4178	2559	2559	27200	3.63	0.02366	996285	no rank	                      Pseudomonas stutzeri DSM 4166
0.2464	1509	1509	16302	3.29	0.01296	379731	no rank	                      Pseudomonas stutzeri A1501
0.2302	1410	1410	12490	2.86	0.0104	96563	no rank	                      Pseudomonas stutzeri ATCC 17588 = LMG 11199
0.1682	1030	1030	5507	4.78	0.001468	644801	no rank	                      Pseudomonas stutzeri RCH2
0.01927	118	118	781	2.61	0.0002048	1196835	no rank	                      Pseudomonas stutzeri CCUG 29243
0.003265	20	20	115	2.5	3.005e-05	1123519	no rank	                      Pseudomonas stutzeri DSM 10701
0.001469	9	0	165	2.02	4.77e-06	136843	species group	                Pseudomonas fluorescens group
0.0006531	4	0	131	2.18	6.103e-06	294	species	                  Pseudomonas fluorescens
0.0003265	2	2	32	1.84	6.165e-06	1037911	no rank	                    Pseudomonas fluorescens A506
0.0003265	2	2	25	1.84	4.361e-06	216595	no rank	                    Pseudomonas fluorescens SBW25
0.0006531	4	0	16	1.62	3.365e-06	200451	species	                  Pseudomonas poae
0.0006531	4	4	16	1.62	3.365e-06	1282356	no rank	                    Pseudomonas poae RE*1-1-14
0.0001633	1	1	18	1.17	2.23e-06	380021	species	                  Pseudomonas protegens
0.0008164	5	0	81	1.64	4.837e-06	136849	species group	                Pseudomonas syringae group
0.0006531	4	0	29	1.97	5.519e-06	251695	species subgroup	                  Pseudomonas syringae group genomosp. 1
0.0006531	4	0	29	1.97	5.519e-06	317	species	                    Pseudomonas syringae
0.0006531	4	0	29	1.97	5.519e-06	321	no rank	                      Pseudomonas syringae pv. syringae
0.0006531	4	4	29	1.97	5.519e-06	205918	no rank	                        Pseudomonas syringae pv. syringae B728a
0.0001633	1	0	21	1.1	4.081e-06	251698	species subgroup	                  Pseudomonas syringae group genomosp. 2
0.0001633	1	0	21	1.1	4.081e-06	29438	species	                    Pseudomonas savastanoi
0.0001633	1	0	21	1.1	4.081e-06	319	no rank	                      Pseudomonas savastanoi pv. phaseolicola
0.0001633	1	1	21	1.1	4.081e-06	264730	no rank	                        Pseudomonas savastanoi pv. phaseolicola 1448A
0.0003265	2	2	16	1.38	2.91e-06	1207075	species	                Pseudomonas sp. UW4
0.0001633	1	1	21	1	3.526e-06	1415630	species	                Pseudomonas sp. TKP
