%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
27.62	69053	69053	8085451	1.11	NA	0	no rank	unclassified
72.38	180946	20	4377721	1.3	0.0002899	1	no rank	root
72.37	180925	5	4377721	1.3	0.0002956	131567	no rank	  cellular organisms
71.28	178200	104	4295502	1.3	0.0003648	2	superkingdom	    Bacteria
28.31	70784	0	1307299	1.65	0.01303	203691	phylum	      Spirochaetes
28.31	70784	0	1307299	1.65	0.01303	203692	class	        Spirochaetia
28.31	70782	0	1307299	1.65	0.1239	1643686	order	          Brachyspirales
28.31	70782	0	1307299	1.65	0.1239	143786	family	            Brachyspiraceae
28.31	70782	649	1307299	1.65	0.1239	29521	genus	              Brachyspira
27.99	69967	49011	1268209	1.64	0.4143	52584	species	                Brachyspira pilosicoli
7.81	19526	0	210453	1.63	0.6396	759914	no rank	                  Brachyspira pilosicoli 95/1000
7.81	19526	0	210453	1.63	0.6396	1000016739	assembly	                    GCF_000143725.1 Brachyspira pilosicoli 95/1000
7.81	19526	19526	210453	1.63	0.6396	1000016740	sequence	                      NC_014330.1 Brachyspira pilosicoli 95/1000, complete genome
0.342	855	0	6442	1.5	0.01078	1133568	no rank	                  Brachyspira pilosicoli B2904
0.342	855	0	6442	1.5	0.01078	1000016741	assembly	                    GCF_000296575.1 Brachyspira pilosicoli B2904
0.342	855	855	6442	1.5	0.01078	1000016742	sequence	                      NC_018607.1 Brachyspira pilosicoli B2904, complete genome
0.23	575	0	4380	1.46	0.01355	1042417	no rank	                  Brachyspira pilosicoli P43/6/78
0.23	575	0	4380	1.46	0.01355	1000016737	assembly	                    GCF_000325665.1 Brachyspira pilosicoli P43/6/78
0.23	575	575	4380	1.46	0.01355	1000016738	sequence	                      NC_019908.1 Brachyspira pilosicoli P43/6/78, complete genome
0.0256	64	36	593	1.23	0.0002485	159	species	                Brachyspira hyodysenteriae
0.006	15	0	137	1.26	0.0003694	565034	no rank	                  Brachyspira hyodysenteriae WA1
0.006	15	0	137	1.26	0.0003694	1000000925	assembly	                    GCF_000022105.1 Brachyspira hyodysenteriae WA1 strain=WA1; ATCC 49526
0.006	15	15	137	1.26	0.0003816	1000000926	sequence	                      NC_012225.1 Brachyspira hyodysenteriae WA1, complete genome
0.0052	13	0	85	1.25	0.0002131	1266923	no rank	                  Brachyspira hyodysenteriae ATCC 27164
0.0052	13	0	85	1.25	0.0002131	1000000922	assembly	                    GCF_001676785.2 Brachyspira hyodysenteriae ATCC 27164 strain=B-78
0.0052	13	13	85	1.25	0.000219	1000000923	sequence	                      NZ_CP015910.2 Brachyspira hyodysenteriae ATCC 27164, complete genome
0.0212	53	0	519	1.25	0.0002154	84378	species	                Brachyspira murdochii
0.0212	53	0	519	1.25	0.0002154	526224	no rank	                  Brachyspira murdochii DSM 12563
0.0212	53	0	519	1.25	0.0002154	1000017888	assembly	                    GCF_000092845.1 Brachyspira murdochii DSM 12563
0.0212	53	53	519	1.25	0.0002154	1000017889	sequence	                      NC_014150.1 Brachyspira murdochii DSM 12563, complete genome
0.0196	49	0	550	1.16	0.0002523	84377	species	                Brachyspira intermedia
0.0196	49	0	550	1.16	0.0002523	1045858	no rank	                  Brachyspira intermedia PWS/A
0.0196	49	0	550	1.16	0.0002523	1000017878	assembly	                    GCF_000223215.1 Brachyspira intermedia PWS/A
0.0196	49	49	550	1.16	0.0002526	1000017879	sequence	                      NC_017243.1 Brachyspira intermedia PWS/A, complete genome
0.0008	2	0	11	1	1.764e-07	136	order	          Spirochaetales
0.0004	1	0	7	1	1.371e-07	137	family	            Spirochaetaceae
0.0004	1	0	6	1	2.223e-07	157	genus	              Treponema
0.0004	1	0	6	1	2.083e-06	81028	species	                Treponema brennaborense
0.0004	1	0	6	1	2.083e-06	906968	no rank	                  Treponema brennaborense DSM 12168
0.0004	1	0	6	1	2.083e-06	1000017700	assembly	                    GCF_000212415.1 Treponema brennaborense DSM 12168
0.0004	1	1	6	1	2.083e-06	1000017701	sequence	                      NC_015500.1 Treponema brennaborense DSM 12168, complete genome
0.0004	1	1	4	1	3.536e-07	1643685	family	            Borreliaceae
24.74	61856	8	1742955	1.14	0.0003965	1783272	no rank	      Terrabacteria group
12.66	31653	83	925117	1.11	0.0005105	1239	phylum	        Firmicutes
12.21	30532	1	892811	1.11	0.001944	186801	class	          Clostridia
12.2	30500	241	891334	1.11	0.002277	186802	order	            Clostridiales
7.626	19066	0	538714	1.12	0.01592	541000	family	              Ruminococcaceae
7.625	19063	6	538714	1.12	0.0265	1508657	genus	                Ruminiclostridium
7.623	19057	0	538714	1.12	0.1507	1521	species	                  [Clostridium] cellulolyticum
7.623	19057	0	538714	1.12	0.1507	394503	no rank	                    [Clostridium] cellulolyticum H10
7.623	19057	0	538714	1.12	0.1507	1000011455	assembly	                      GCF_000022065.1 [Clostridium] cellulolyticum H10 strain=H10; ATCC 35319
7.623	19057	19057	538714	1.12	0.1507	1000011456	sequence	                        NC_011898.1 [Clostridium] cellulolyticum H10, complete genome
0.0008	2	0	5	1.6	1.745e-06	253238	genus	                Ethanoligenens
0.0008	2	0	5	1.6	1.745e-06	253239	species	                  Ethanoligenens harbinense
0.0008	2	0	5	1.6	1.745e-06	663278	no rank	                    Ethanoligenens harbinense YUAN-3
0.0008	2	0	5	1.6	1.745e-06	1000019648	assembly	                      GCF_000178115.2 Ethanoligenens harbinense YUAN-3
0.0008	2	2	5	1.6	1.745e-06	1000019649	sequence	                        NC_014828.1 Ethanoligenens harbinense YUAN-3, complete genome
0.0004	1	0	1	1	5.861e-07	1637257	genus	                Mageeibacillus
0.0004	1	0	1	1	5.861e-07	884684	species	                  Mageeibacillus indolicus
